ASV,Feature ID,Taxon,Confidence
ASV11,16da9716b4d7c3c9c904f3f799d67dfe,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas,0.9371994027352002
ASV12,6c4e4105adadb51f8c5c8efc404d496c,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Caproiciproducens,0.9429441048323293
ASV13,4e986686c6630c0cdf5247111f026584,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_3; s__Clostridiaceae_bacterium,0.9632451801253644
ASV14,0f18144d308ada95632ab5193d92073f,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,0.999883691
ASV15,4605b879a4aa457b76cf5eb5fbab39c9,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Sedimentibacteraceae; g__Sedimentibacter; s__Sedimentibacter_hongkongensis,0.9000167454674578
ASV16,d15bd1dcb9de71d7452648673a59f5b8,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter,0.9922109830282136
ASV17,4d72007c70f4abc0bf9e8fe8b826d07d,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae,0.9737215448897375
ASV18,86b092aefa12a97f8ff02f3d84807586,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_9; s__uncultured_bacterium,0.7150516722589384
ASV19,90d281aaf588bad4be3327bfc03d6249,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Pandoraea,0.9978392945176787
ASV20,0e4b96294f2a2985a5d7fd8c87f7ce6d,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter,0.9949806818505409
ASV21,63afe8e6aac58bf0d670a82ca5bc574c,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae,0.8770773763266881
ASV22,1253c7a4636562f33ebc360882fa65da,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Chitinophaga,0.9999316372492775
ASV23,026b68ad384fbb3f5bb0f6769b1b4fce,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Undibacterium,0.9878653632956493
ASV24,df5784ad8fb60333cb058b746623eeaa,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__uncultured,0.8385853310917538
ASV25,a8f4dc7d191848709966aa2ab1b26d3a,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Chromobacteriaceae; g__Chromobacterium,0.9918283629902207
ASV26,24051ef88d0304b64d9d8f9b863126e6,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Shinella,0.7631194697822219
ASV27,617cf360b182edce2e0f38a88b81a6f7,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Chromobacteriaceae; g__Aquitalea; s__Aquitalea_sp.,0.7083400497305626
ASV28,c6fa5fd77a5483314afc1d62c03864eb,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter,0.9983354825376086
ASV29,0ede2e6cb60ed7ba28f6b84ee6e5ec82,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Sporomusaceae; g__Pelosinus; s__uncultured_Pelosinus,0.7187569294442315
ASV30,e67b78aab8cb557736519f911b315dd3,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Sporomusaceae; g__Pelosinus,0.999999412
ASV31,acd6c32eb97828fc714ea8aad64aae13,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__Azospirillaceae; g__Nitrospirillum; s__Rhodospirillaceae_bacterium,0.9411599178110314
ASV32,9154281b5cef5092ba03398458099017,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Edaphobaculum; s__uncultured_bacterium,0.7829025401775723
ASV33,d6efd2da2728fd74ded268122ee05036,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas,0.9544568318277602
ASV34,912f795ef3617aeb65ff9ad69b9567a8,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas,0.9999890214173167
ASV35,6376ea6dab7d0fde3cd66f53b57e1484,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,0.9998960985382619
ASV36,10b890326e2b0b15509aefb95d0d6b79,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium,0.9999999999503606
ASV37,61252129357c64d7ff0be4d05dd771eb,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium,0.9044694410743203
ASV38,7ead17a076e7b7b419bf50abe7eee3f4,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Bosea,0.999999115
ASV39,a894dd1ea1b8f48947a9e9ff688f06cc,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium,0.9999767826474386
ASV40,9dcd05e2f900431a5c267a4b853bc2ae,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium,0.9999993902511479
ASV41,0d9b1e16151fb1c5d9a227fbc6f286ef,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Chitinibacteraceae; g__Chitinibacter,0.8350515768370397
ASV42,d295b9a63b6148b9f4663819da1c914b,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Curvibacter,0.7340498114326273
ASV43,1cb29f361033ce208d7efc9e2aa80ee0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium,0.999963767
ASV44,525d33a7c4702329607bab16327e2cb7,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter,0.9917608970813476
ASV45,691771d80023bb9a4f419ae9bc8892cd,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerocolumna; s__Clostridium_sp.,0.7084195611232904
ASV46,2743823e7602e70cfa467627e69d2774,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.9971083331520426
ASV47,82dece6e35540738ba450a0c3a90b5a0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia,0.822843217
ASV48,1c2003e39498b8caefe6e1f3a9f36476,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Rhodocyclus; s__Rhodocyclus_tenuis,0.9016365233192304
ASV49,68084402ba50c5318fb1062026beb58d,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia,0.999849907
ASV50,fc6622c636a5210293fb2873fc4761d9,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.9814238569353041
ASV51,0abe6c0ce026fcfddf45273c65c7f15b,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium,0.999954929
ASV52,39fc26d23e24da668a54720911669c1b,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Edaphobaculum,0.999938014
ASV53,ac63e5b8f7410cb5da1db822e6679dc5,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Dyella,0.9875854348892706
ASV54,46edd9a681a1c394007859666f76d477,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Luteibacter,0.9931399308190908
ASV55,c854c2f53de76213804ca09fa444f9f9,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Dyella,0.9719666611431718
ASV56,f8aeec3c1ff0f4e7e1c829e4db0618d9,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,0.99971212
ASV57,a130ec4ebf6b0e7788a03ea8dbccd60b,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__Mucilaginibacter_polytrichastri,0.7448250046987687
ASV58,2bc3896e4a9af5735c2d513100e09a26,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Pseudoflavitalea; s__Chitinophagaceae_bacterium,0.9999994054567543
ASV59,a537d8bab85c83b0e74c73c55790324b,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas,0.9998782486058676
ASV60,945184b6386c192c0066e0a98a154780,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae,0.9228592829498434
ASV61,17f5a48986ee11c3fc2b99d8e5ff4b1c,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae,0.9999629679053831
ASV62,4d363a7a69a943e64785679dd71b56f1,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter,0.9977555074918897
ASV63,fdec5bb61cc224b5be91da56daa602cb,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia,0.9962623750324997
ASV64,c8f295cf932afcc7e106a50e1f0e7ae2,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Dokdonella,0.9980585799614073
ASV65,2d00e465ad18c4731ecf9573550ac73f,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium,0.9916561118332499
ASV66,3cd9ce63f826137d18ca1a11155a21ad,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leifsonia,0.9865106555981225
ASV67,6a94b4273c495105141e97814cc56869,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Dyella,0.9156964480473887
ASV68,cc761daf51f27c423da57f3f1f0ff5cc,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea,0.7680833024490658
ASV69,6e35a55b3c00d52898de19884bb23bdb,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia,0.8984956143451598
ASV70,99e433a3ce4d5290445f668df2c9147e,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,0.9999910645631244
ASV71,e4f56f34c8fd6f0e0bfd85afea1a939b,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia,0.9983871331728431
ASV72,80dae8adc40ae641864b3bb942bced1c,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.9628039223906363
ASV73,3481fa43fe5fba6aecdc7f9aae6ed9c0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae,0.9974767181773881
ASV74,b4626f6f1fc371121aa5b25f0105050e,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Kaistiaceae; g__Kaistia; s__uncultured_bacterium,0.8673985027985719
ASV75,f0613d40b7c48dc84869fcdb278cb465,d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__0319-6G20; g__0319-6G20; s__uncultured_bacterium,0.7521815262922165
ASV76,aea3780784daf3da3a6257e27512da4b,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia; s__Paraburkholderia_unamae,0.8278822594918137
ASV77,5648dccee530d68ceb3e4d7d22cf8756,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,0.9999320342785196
ASV78,4473ac847f597164696bc96da74ca753,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Bosea,0.9999990928156297
ASV79,e0bfc6ce785c521caecd4e949845add3,d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Terriglobus,0.9998953178827779
ASV80,11b92c472ea08a2ac3f0de9aad1d03ab,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.9999999831109404
ASV81,948cadc1d282b8b41c73e208b1c7c9b9,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Pleomorphomonadaceae; g__uncultured_Rhizobiales; s__uncultured_Rhizobiales,0.9997929326316484
ASV82,fccbdff8fac6bb4a77fa3e3d96e7ec2a,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium,0.9999947875685193
ASV83,6c0c84518abe719cc7c4af67f51b577e,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas,0.9999983766417376
ASV84,42a90f85f75e17da09d9ac1106b132f0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Acidisoma,0.9994671929492948
ASV85,c7c02c07fb28c8730768bb76cafad3fe,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia,0.998809984
ASV86,b4289ab0a9a00034c1fbce477b2c4ded,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,0.9998631607392234
ASV87,8400dd8baa70ab70f07c34b0d0024559,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Afipia; s__uncultured_bacterium,0.7849808828588177
ASV88,3db609eaa2d0fdd21b1dbad961b9e51b,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium,0.9768888544460226
ASV89,ca370e727ff21bdf404779023117d286,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium,0.9840817313740273
ASV90,f5b350116e81002fcd5ab0969f90374d,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Magnetospirillaceae; g__Phaeospirillum; s__Phaeospirillum_fulvum,0.7648075199861782
ASV91,86f1248ee4ea85afd8c5b67cc1b04d4c,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia,0.9998318716618034
ASV92,41e6c0b55654af1d5cd503359fb77d18,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas,0.9999999804956946
ASV93,4850a238b7fbbd5ffa204c5a5a396f2c,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Hafniaceae; g__Hafnia-Obesumbacterium,0.9029664656284744
ASV94,b549940afa4b483f9b571212bc8954f9,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Puia; s__uncultured_bacterium,0.7684450263512166
ASV95,6326363cc12189a386d6c9e5c711038d,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Asticcacaulis,0.9999999972446765
ASV96,23e914070d5d16e00813948ffa563a3d,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium,0.9999314312980189
ASV97,3f43ce683f5da9bba6093557237a366b,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Ancylobacter,0.7193059827209874
ASV98,c35f665bd95ab81a5ca34ee89524dba5,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae,0.9999981876402096
ASV99,eed0ddb65bf4e1b6cefee00885d0fa3a,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter,0.9952412597168675
ASV100,7a20fc2decace5f849289c1de5704a61,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter,0.9225319212054673
ASV101,67ca78638e95eca768c0c1da3c96761a,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Rhodopseudomonas,0.999582643
ASV102,6b6d7fd145bfcc5558795c8dd6064f04,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerocolumna; s__Clostridium_sp.,0.9355455573241324
ASV103,9ca10d0df0c8ecc7364ad81775a6075a,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.9999999985630184
ASV104,38a7df376321e0dc9d67191e72666c85,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Taibaiella; s__Taibaiella_sp.,0.8182302447390558
ASV105,f37fc1dccfeba0004cbeb4f1ad6083c6,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Duganella,0.9666129283571403
ASV106,1583d8af9fd9cb078f88c0e1a8b8a888,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Ancylobacter; s__Ancylobacter_sp.,0.8376779415068738
ASV107,efbe1f58b1e2984ddc53a64f047d94ff,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium,0.8608029273151354
ASV108,6c43ee77d6d84152b2347127fb493368,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__Bdellovibrio_sp.,0.996080323
ASV109,945113ad58879997b62a957cb582e659,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Chromobacteriaceae; g__Chromobacterium; s__uncultured_bacterium,0.8280442366402578
ASV110,6d833a0874400d99502fbd678531f2f4,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae,0.9999999695019518
ASV111,8b5884acc8c736df09c4260b50dc9297,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,0.9997742863493285
ASV112,14ff660452637cf706f1a97b7c9d2c57,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__Azospirillaceae; g__Azospirillum,0.9999999787930113
ASV113,68262884f1021c896f8e1bf7348d773c,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium,0.9999804219120564
ASV114,fb67b286b0f781b0de13d50179318995,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas,0.9999950196260375
ASV115,107273e73071282e4d0f4a0b46548da5,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__Aeromonas,0.9708470092418134
ASV116,3ba9c0ce507ff73b0df440fad87c9d98,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia,0.9413491622090029
ASV117,c6e15b0e1f9c4fe1ad7195cec73a28cd,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Anaerovorax; s__uncultured_bacterium,0.9452719944814038
ASV118,55fcef7016326a10d2bc44d69cf8ea38,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae,0.9999849744744085
ASV119,3ee9ea8043c9565ae5709f1ed96d639d,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Pleomorphomonadaceae; g__Pleomorphomonas; s__uncultured_bacterium,0.9397902061378325
ASV120,ca2b23c1b70c9034ea6412255f88eb7f,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Bacteriovorax; s__uncultured_bacterium,0.8339562356578624
ASV121,eb3cefaa3e63a32174f7e6d8fbbfb0ef,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter,0.9997667673183123
ASV122,1e2317734016f58917bb110b6ac89bd8,d__Bacteria,0.9780917344053046
ASV123,c0f775fff77049501c4f8b4f5460097c,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus,0.9999965494028851
ASV124,db71e335bc263a02d10d6331d567e4ba,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas,0.9999384223825153
ASV125,43fddf1528d4a98928fd8c3a8ac23bfd,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,0.9998741912583617
ASV126,05a8190cad6b1fced421b108f38b7868,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Undibacterium,0.9840122226640675
ASV127,927a0253694c5a7cc49746807666ba8d,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.746357913
ASV128,f13bd5edd93cef613314f42915c99a6f,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,0.9976647400451106
ASV129,a738568b261166a672bdd2c51055fff7,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhodoferax,0.7836832663075084
ASV130,c9c56828167c1899093fd9180eac1379,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Hephaestia; s__uncultured_bacterium,0.7419264484242645
ASV131,7e8d4aa8fe2e2253d3aba3e515ca2c51,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.996717799
ASV132,44c21e29adae97a53247abbd73978395,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter; s__Rhodanobacter_sp.,0.9122706000767561
ASV133,c454a1f3380b1ddd6d5497ea28a26b0b,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae,0.9997047503500649
ASV134,d6265689e618ffd1ce131888d9314f80,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium,0.999494347
ASV135,a9164d01308501b576afa06256a15b0f,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.9942754002525219
ASV136,3c17288efe19dbc5465439f6ee0084b4,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter,0.8956693770797387
